Name	Vendor	SKU	Parental	Наличие	stock_status	Images	Manufacturer	Attribute name 	Attribute values	price	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Attribute name 	Attribute values	Categories 	Tags	Brand	Description	Availability	Attribute name 	Attribute values
  CLASSIC 07 ПО	FLYDOORS	FLYDOORS CLASSIC 07 000054	FLYDOORS CLASSIC 07 000053	в наличии	instock	https://lk.prdveri.ru/media/products_images/c5/c5a405a5-7710-11ef-ab5f-ac1f6bdc43ac/U0000004882_HYGsJ3B.JPEG	FLYDOORS>CLASSIC	Размер		13510	Цвет	Белый	Остекление	Зеркало	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Эмалит 	Коллекция	CLASSIC	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  CLASSIC 07 ПО	FLYDOORS	FLYDOORS CLASSIC 07 000055	FLYDOORS CLASSIC 07 000053	в наличии	instock	https://lk.prdveri.ru/media/products_images/f0/f08f17be-7711-11ef-ab5f-ac1f6bdc43ac/U0000004890_3YoNk7i.JPEG	FLYDOORS>CLASSIC	Размер		13510	Цвет	Графит	Остекление	Зеркало	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Эмалит 	Коллекция	CLASSIC	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  Aura 210	FLYDOORS	FLYDOORS AURA 210 000001		в наличии	instock	https://lk.prdveri.ru/media/products_images/a2/a2d3074a-3121-11ee-ab59-ac1f6bdc43ac/U0000001855.JPEG	FLYDOORS>Aura	Размер	60*200|70*200| 80*200| 90*200	5222	Цвет	Шервуд	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 210	FLYDOORS	FLYDOORS AURA 210 000002	FLYDOORS AURA 210 000001	в наличии	instock	https://lk.prdveri.ru/media/products_images/6e/6e75c01e-3121-11ee-ab59-ac1f6bdc43ac/U0000001852_1RfmuKz.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сахара 	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 210	FLYDOORS	FLYDOORS AURA 210 000003	FLYDOORS AURA 210 000001	в наличии	instock	https://lk.prdveri.ru/media/products_images/be/be898cdf-311d-11ee-ab59-ac1f6bdc43ac/U0000001844_qVDoX6t.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сноу	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 210	FLYDOORS	FLYDOORS AURA 210 000004	FLYDOORS AURA 210 000001	в наличии	instock	https://lk.prdveri.ru/media/products_images/a2/a2d3074a-3121-11ee-ab59-ac1f6bdc43ac/U0000001855.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Шервуд	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 212	FLYDOORS	FLYDOORS AURA 212 000005		в наличии	instock	https://lk.prdveri.ru/media/products_images/13/1381f0bf-3122-11ee-ab59-ac1f6bdc43ac/U0000001863_t3gGqrb.JPEG	FLYDOORS>Aura	Размер	60*200|70*200| 80*200| 90*200	5222	Цвет	Сноу	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 212	FLYDOORS	FLYDOORS AURA 212 000006	FLYDOORS AURA 212 000005	в наличии	instock	https://lk.prdveri.ru/media/products_images/ec/ec0d8fce-3121-11ee-ab59-ac1f6bdc43ac/U0000001859_HoWngDt.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сахара 	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 212	FLYDOORS	FLYDOORS AURA 212 000007	FLYDOORS AURA 212 000005	в наличии	instock	https://lk.prdveri.ru/media/products_images/13/1381f0bf-3122-11ee-ab59-ac1f6bdc43ac/U0000001863_t3gGqrb.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сноу	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 212	FLYDOORS	FLYDOORS AURA 212 000008	FLYDOORS AURA 212 000005	в наличии	instock	https://lk.prdveri.ru/media/products_images/39/394ba7b0-3122-11ee-ab59-ac1f6bdc43ac/U0000001867.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Шервуд	Остекление	Без остекления	Вид двери	Глухая	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 220	FLYDOORS	FLYDOORS AURA 220 000009		в наличии	instock	https://lk.prdveri.ru/media/products_images/4c/4c9a6746-3123-11ee-ab59-ac1f6bdc43ac/U0000001871_NZM5psf.JPEG	FLYDOORS>Aura	Размер	60*200|70*200| 80*200| 90*200	5222	Цвет	Сахара 	Остекление	Графит	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 220	FLYDOORS	FLYDOORS AURA 220 000010	FLYDOORS AURA 220 000009	в наличии	instock	https://lk.prdveri.ru/media/products_images/4c/4c9a6746-3123-11ee-ab59-ac1f6bdc43ac/U0000001871_NZM5psf.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сахара 	Остекление	Графит	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 220	FLYDOORS	FLYDOORS AURA 220 000011	FLYDOORS AURA 220 000009	в наличии	instock	https://lk.prdveri.ru/media/products_images/97/97bfb9e5-3123-11ee-ab59-ac1f6bdc43ac/U0000001875_twRdH3L.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Сноу	Остекление	Графит	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  Aura 220	FLYDOORS	FLYDOORS AURA 220 000012	FLYDOORS AURA 220 000009	в наличии	instock	https://lk.prdveri.ru/media/products_images/d1/d183f3cd-3123-11ee-ab59-ac1f6bdc43ac/U0000001879.JPEG	FLYDOORS>Aura	Размер		5222	Цвет	Шервуд	Остекление	Графит	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	GLOSS MATT	Коллекция	AURA	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Премиальный конструктив: объединяет в себе царговую конструкцию из профиля, выполненного на основе высококачественного соснового бруса и МДФ по бескромочной технологии. В профиле отсутствуют пустоты, что придает большую прочность изделиям. Заполнение выполнено филенками толщиной 16 мм.	в наличии	Производитель	FLAI DOORS
  STATUS 01	FLYDOORS	FLYDOORS STATUS 01 000197		в наличии	instock	https://lk.prdveri.ru/media/products_images/1c/1cbd58f8-e18d-11ec-ab43-ac1f6bdc43ac/81365_KblakxC.JPEG	FLYDOORS>STATUS	Размер	60*200|70*200| 80*200| 90*200	7840	Цвет	Cappuccino soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 01	FLYDOORS	FLYDOORS STATUS 01 000198	FLYDOORS STATUS 01 000197	в наличии	instock	https://lk.prdveri.ru/media/products_images/1c/1cbd58f8-e18d-11ec-ab43-ac1f6bdc43ac/81365_KblakxC.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Cappuccino soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 01	FLYDOORS	FLYDOORS STATUS 01 000199	FLYDOORS STATUS 01 000197	в наличии	instock	https://lk.prdveri.ru/media/products_images/c5/c591c7dc-e275-11ec-ab43-ac1f6bdc43ac/81373_tNOtjLZ.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Cappuccino soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 01	FLYDOORS	FLYDOORS STATUS 01 000200	FLYDOORS STATUS 01 000197	в наличии	instock	https://lk.prdveri.ru/media/products_images/c5/c591c7d8-e275-11ec-ab43-ac1f6bdc43ac/81368.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Grey soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 01	FLYDOORS	FLYDOORS STATUS 01 000201	FLYDOORS STATUS 01 000197	в наличии	instock	https://lk.prdveri.ru/media/products_images/c5/c591c7da-e275-11ec-ab43-ac1f6bdc43ac/81351.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Snow soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 02	FLYDOORS	FLYDOORS STATUS 02 000202		в наличии	instock	https://lk.prdveri.ru/media/products_images/96/964d6b88-e537-11ec-ab43-ac1f6bdc43ac/81391.JPEG	FLYDOORS>STATUS	Размер	60*200|70*200| 80*200| 90*200	7840	Цвет	Grey soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 02	FLYDOORS	FLYDOORS STATUS 02 000203	FLYDOORS STATUS 02 000202	в наличии	instock	https://lk.prdveri.ru/media/products_images/96/964d6b86-e537-11ec-ab43-ac1f6bdc43ac/81390_DrWacvT.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Cappuccino soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 02	FLYDOORS	FLYDOORS STATUS 02 000204	FLYDOORS STATUS 02 000202	в наличии	instock	https://lk.prdveri.ru/media/products_images/96/964d6b88-e537-11ec-ab43-ac1f6bdc43ac/81391.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Grey soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 02	FLYDOORS	FLYDOORS STATUS 02 000205	FLYDOORS STATUS 02 000202	в наличии	instock	https://lk.prdveri.ru/media/products_images/96/964d6b8a-e537-11ec-ab43-ac1f6bdc43ac/81392.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Snow soft	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 03	FLYDOORS	FLYDOORS STATUS 03 000206		в наличии	instock	https://lk.prdveri.ru/media/products_images/ff/ff42c8c8-e54c-11ec-ab43-ac1f6bdc43ac/81417.JPEG	FLYDOORS>STATUS	Размер	60*200|70*200| 80*200| 90*200	7840	Цвет	Snow soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 03	FLYDOORS	FLYDOORS STATUS 03 000207	FLYDOORS STATUS 03 000206	в наличии	instock	https://lk.prdveri.ru/media/products_images/96/964d6b9e-e537-11ec-ab43-ac1f6bdc43ac/81404_3ZKmqLh.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Cappuccino soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 03	FLYDOORS	FLYDOORS STATUS 03 000208	FLYDOORS STATUS 03 000206	в наличии	instock	https://lk.prdveri.ru/media/products_images/ff/ff42c8c6-e54c-11ec-ab43-ac1f6bdc43ac/81414.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Grey soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  STATUS 03	FLYDOORS	FLYDOORS STATUS 03 000209	FLYDOORS STATUS 03 000206	в наличии	instock	https://lk.prdveri.ru/media/products_images/ff/ff42c8c8-e54c-11ec-ab43-ac1f6bdc43ac/81417.JPEG	FLYDOORS>STATUS	Размер		7840	Цвет	Snow soft	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	Soft touch	Коллекция	STATUS	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  BARN 02	FLYDOORS	FLYDOORS BARN 02 000013		в наличии	instock	https://lk.prdveri.ru/media/products_images/b1/b1193385-55f2-11eb-a72a-002590de6702/78101_ohEUp3C.JPEG	FLYDOORS>BARN	Размер	60*200|70*200| 80*200| 90*200	5530	Цвет	Бетон темный	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	ПВХ	Коллекция	BARN	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  BARN 02	FLYDOORS	FLYDOORS BARN 02 000014	FLYDOORS BARN 02 000013	в наличии	instock	https://lk.prdveri.ru/media/products_images/b1/b1193383-55f2-11eb-a72a-002590de6702/78106_pb6Nr6y.JPEG	FLYDOORS>BARN	Размер		5530	Цвет	Бетон светлый	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	ПВХ	Коллекция	BARN	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  BARN 02	FLYDOORS	FLYDOORS BARN 02 000015	FLYDOORS BARN 02 000013	в наличии	instock	https://lk.prdveri.ru/media/products_images/b1/b1193385-55f2-11eb-a72a-002590de6702/78101_ohEUp3C.JPEG	FLYDOORS>BARN	Размер		5530	Цвет	Бетон темный	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	ПВХ	Коллекция	BARN	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  BARN 02	FLYDOORS	FLYDOORS BARN 02 000016	FLYDOORS BARN 02 000013	в наличии	instock	https://lk.prdveri.ru/media/products_images/a9/a914cf31-4529-11ed-ab46-ac1f6bdc43ac/T0000000023_Tc6h9P8.JPEG	FLYDOORS>BARN	Размер		5320	Цвет	Дуб Европейский	Остекление	Метелюкс	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	ПВХ	Коллекция	BARN	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
  BARN 02	FLYDOORS	FLYDOORS BARN 02 000017	FLYDOORS BARN 02 000013	в наличии	instock	https://lk.prdveri.ru/media/products_images/19/19e0fcfb-edbe-11eb-ab3f-ac1f6bdc43ac/79509_zOh0Ysj.JPEG	FLYDOORS>BARN	Размер		5530	Цвет	Ель Альпийская	Остекление	Lacobel Черный	Вид двери	Остекленная	Молдинг		В комплекте		Кромка		Толщина полотна	36	Конструкция	Царговая	Покрытие	ПВХ	Коллекция	BARN	Межкомнатные двери>Царговые	FLYDOORS	FLYDOORS	Конструкция: Царговая. Основной особенностью царговых полотен является то, что "укутка" стоевых деталей выполняются по бескромочной технологии, что исключает попадание влаги под покрытие полотна и защищает от разбухания и вздутия. Конструктивный элемент состоит из переклееного массива хвойных пород древесины и МДФ, преимущество - физические параметры дверей не изменяются в процессе эксплуатации.	в наличии	Производитель	FLAI DOORS
