104037,variable,а18228а,,"Добор телескоп. 220*10*2070мм.",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Добор",,,https://dveri-novo.ru/wp-content/uploads/2025/07/item_68498.jpg,,,,,,,,,0,,Цвет,"Бежевый, Белый лёд, Белый снежный, Венге FL, Дуб беленый FL, Дуб серый FL, Орех NL, Пепельный, серебристый, Серый, Ясень перламутровый, Ясень светлый, Ясень тёмный",1,1,Покрытие,Экошпон,0,1,Производитель,"Optima Porte",0,1,default,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104041,variable,а21737а,,"Адаптер добора телескоп. 38*20*2070мм.",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Добор",,,https://dveri-novo.ru/wp-content/uploads/2025/07/item_68630.jpg,,,,,,,,,0,,Цвет,"Бежевый, Белый лёд, Белый снежный, Венге FL, Дуб беленый FL, Дуб серый FL, Орех NL, Пепельный, серебристый, Серый, Ясень перламутровый, Ясень светлый, Ясень тёмный",1,1,Покрытие,Экошпон,0,1,Производитель,"Optima Porte",0,1,default,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104309,variable,а23170а,,"Плинтус 70*16*2070мм.",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Плинтус",,,https://dveri-novo.ru/wp-content/uploads/2025/07/item_68690.jpg,,,,,,,,,0,,Цвет,"Бежевый, Белый лёд, Белый снежный, Венге FL, Дуб беленый FL, Дуб серый FL, Орех NL, Пепельный, серебристый, Серый, Ясень перламутровый, Ясень светлый, Ясень тёмный",1,1,Покрытие,Экошпон,0,1,Производитель,"Optima Porte",0,1,default,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104313,variable,а44426а,,"Плинтус 75*10*2070мм.",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Плинтус",,,https://dveri-novo.ru/wp-content/uploads/2025/07/item_378782.jpg,,,,,,,,,0,,Цвет,"Бежевый, Белый лёд, Белый снежный, Венге FL, Дуб беленый FL, Дуб серый FL, Орех NL, Пепельный, серебристый, Серый, Ясень перламутровый, Ясень светлый, Ясень тёмный",1,1,Покрытие,Экошпон,0,1,Производитель,"Optima Porte",0,1,default,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104683,variable,я10000,,"Стойка коробки телескоп 32*75*2070",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Короб",,,https://dveri-novo.ru/wp-content/uploads/2025/07/korob-czarga-32-png-2.png,,,,,,,,,0,,Цвет,"Crystall Black, Crystall Gray, Crystall White, Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104697,variable,я10012,,"Стойка коробки телескоп 32*10*2070",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Короб",,,https://dveri-novo.ru/wp-content/uploads/2025/07/korob-czarga-32-png-2.png,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104710,variable,я10024,,"Наличник Телескоп 10*70*2140",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Наличник",,,https://dveri-novo.ru/wp-content/uploads/2025/07/nal_70x10-2.jpg,,,,,,,,,0,,Цвет,"Crystall Black, Crystall Gray, Crystall White, Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104724,variable,я10036,,"Наличник Телескоп 16*80*2140",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Наличник",,,https://dveri-novo.ru/wp-content/uploads/2025/07/nal_80x16-2.jpg,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии, Под заказ",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,5,,,,,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104738,variable,я10048,,"Наличник ступенчатый Телескоп 10*80*2140",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Наличник",,,https://dveri-novo.ru/wp-content/uploads/2025/07/nal_3-lev-2.jpg,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104752,variable,я10060,,"Наличник фигурный Телескоп 10*80*2140",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Наличник",,,https://dveri-novo.ru/wp-content/uploads/2025/07/fig_nal-2.png,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,5,,,,,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104766,variable,я10072,,"Добор Телескоп 10*100*2070",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Добор",,,https://dveri-novo.ru/wp-content/uploads/2025/07/dobor-100mm-2.png,,,,,,,,,0,,Цвет,"Crystall Black, Crystall Gray, Crystall White, Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104780,variable,я10084,,"Добор Телескоп 10*150*2070",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Добор",,,https://dveri-novo.ru/wp-content/uploads/2025/07/dobor-100mm-2.png,,,,,,,,,0,,Цвет,"Crystall Black, Crystall Gray, Crystall White, Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104793,variable,я10096,,"Добор Телескоп 10*200*2070",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Погонаж телескопический > Добор",,,https://dveri-novo.ru/wp-content/uploads/2025/07/dobor-100mm-2.png,,,,,,,,,0,,Цвет,"Crystall Black, Crystall Gray, Crystall White, Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
